"Geo_code","Geo_Label","Population","Year","Cohort","Eventname","Event_Label","Adjusted_Rate","OE_Ratio","Percentile","Short_label","cohort_web_label","Geo_Name"
"47","STATE",92410,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",310.17,0.8,28.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"07","STATE",344264,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",184.7,0.51,13.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"28","STATE",198252,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",296.22,0.77,28.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"28","STATE",203850,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",294.7,0.8,36.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"14","STATE",1285704,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",294.06,0.77,26.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"28","STATE",209165,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",292.58,0.81,38.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"28","STATE",214720,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",293.32,0.81,36.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"14","STATE",1309253,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",292.6,0.79,32.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"07","STATE",339279,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",199.28,0.52,13.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"01","STATE",479607,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",668.93,1.75,96.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Alabama"
"28","STATE",217675,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",299.43,0.79,32.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"04","STATE",337115,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",383.28,1.01,57.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Arkansas"
"28","STATE",222474,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",293,0.75,21.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"14","STATE",1188641,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",274.13,0.76,32.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"28","STATE",225326,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",307.53,0.76,23,"Hospice Reimbursements","Price-adjusted Reimbursements","Nebraska"
"28","STATE",226108,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",329.04,0.78,28.8,,,"Nebraska"
"14","STATE",1168643,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",261.95,0.73,25,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"07","STATE",339780,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",198.16,0.54,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"27","STATE",113948,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",284.62,0.79,38.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"27","STATE",116063,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",314.52,0.82,38.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"14","STATE",1185299,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",280.62,0.74,23,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"27","STATE",121716,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",275.66,0.75,26.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"27","STATE",123426,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",255.98,0.71,21.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"14","STATE",1172241,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",300.37,0.77,25,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"07","STATE",341676,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",196.93,0.55,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"27","STATE",126291,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",257.39,0.71,21.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"04","STATE",338966,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",391.91,1.01,57.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Arkansas"
"01","STATE",499282,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",692.44,1.83,98,"Hospice Reimbursements","Price-adjusted Reimbursements","Alabama"
"52","STATE",470294,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",463.44,1.09,69.2,,,"Wisconsin"
"27","STATE",125977,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",271.77,0.72,21.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"14","STATE",1174587,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",311.51,0.77,26.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Illinois"
"27","STATE",129439,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",278.31,0.72,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"02","STATE",56634,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",172.32,0.48,9.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Alaska"
"27","STATE",138427,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",297.74,0.74,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Montana"
"14","STATE",1171120,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",328.78,0.78,26.9,,,"Illinois"
"07","STATE",340369,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",202.04,0.56,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"27","STATE",142675,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",308.22,0.73,19.2,,,"Montana"
"26","STATE",571299,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",432.71,1.2,73,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"13","STATE",125148,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",461.01,1.28,78.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"99","STATE",25825378,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",382.69,1,,"Hospice Reimbursements","Price-adjusted Reimbursements","United States"
"26","STATE",569095,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",461.49,1.21,73,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"99","STATE",26097945,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",359.34,1,,"Hospice Reimbursements","Price-adjusted Reimbursements","United States"
"26","STATE",574952,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",436.15,1.18,73,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"13","STATE",126740,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",523.64,1.37,78.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"99","STATE",26560295,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",379.28,1,,"Hospice Reimbursements","Price-adjusted Reimbursements","United States"
"07","STATE",336550,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",210.11,0.55,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"26","STATE",573650,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",416.78,1.16,75,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"99","STATE",26636391,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",403.29,1,,"Hospice Reimbursements","Price-adjusted Reimbursements","United States"
"04","STATE",337563,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",422.25,1.05,63.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Arkansas"
"26","STATE",571237,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",412.91,1.15,75,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"52","STATE",471986,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",421.16,1.08,69.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"13","STATE",132551,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",547.94,1.48,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"53","STATE",61062,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",180.95,0.5,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Wyoming"
"26","STATE",561687,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",429.12,1.13,75,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"53","STATE",66860,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",142.15,0.38,1.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Wyoming"
"26","STATE",557894,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",445.24,1.14,76.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"13","STATE",135364,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",516.65,1.44,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"53","STATE",71697,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",114.15,0.32,1.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Wyoming"
"07","STATE",335506,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",223.76,0.57,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"26","STATE",555053,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",444.33,1.1,73,"Hospice Reimbursements","Price-adjusted Reimbursements","Missouri"
"53","STATE",76206,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",144.01,0.37,3.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Wyoming"
"26","STATE",538564,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",464.25,1.09,71.1,,,"Missouri"
"13","STATE",139543,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",507.27,1.41,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"53","STATE",81913,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",155.66,0.37,3.8,,,"Wyoming"
"52","STATE",467891,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",394.47,1.09,71.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"25","STATE",315111,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",559.5,1.55,86.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"52","STATE",475343,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",376.77,0.98,59.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"25","STATE",316478,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",608.95,1.59,88.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"13","STATE",144564,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",517.83,1.37,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"52","STATE",477100,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",389.11,1.08,69.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"07","STATE",281994,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",233.54,0.58,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Connecticut"
"25","STATE",320947,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",563.47,1.53,88.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"52","STATE",464918,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",400.93,1.06,67.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"04","STATE",336428,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",469.83,1.11,73,,,"Arkansas"
"25","STATE",326660,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",539.13,1.5,86.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"49","STATE",834887,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",321.97,0.85,40.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"13","STATE",153100,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",521.58,1.34,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"52","STATE",476165,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",440.58,1.09,69.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"25","STATE",331705,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",541.56,1.5,86.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"51","STATE",199131,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",393.69,1.09,65.3,"Hospice Reimbursements","Price-adjusted Reimbursements","West Virginia"
"01","STATE",413545,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",742.55,1.84,98,"Hospice Reimbursements","Price-adjusted Reimbursements","Alabama"
"25","STATE",333622,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",563.75,1.49,84.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"13","STATE",158284,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",499.13,1.24,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Idaho"
"02","STATE",59648,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",172.24,0.48,9.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Alaska"
"51","STATE",201590,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",358.38,0.97,55.7,"Hospice Reimbursements","Price-adjusted Reimbursements","West Virginia"
"07","STATE",269508,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",259.46,0.61,11.5,,,"Connecticut"
"25","STATE",336830,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",590.13,1.52,90.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"51","STATE",203747,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",350.13,0.97,51.9,"Hospice Reimbursements","Price-adjusted Reimbursements","West Virginia"
"25","STATE",337720,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",632.09,1.57,94.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Mississippi"
"13","STATE",162008,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",511.81,1.21,80.7,,,"Idaho"
"51","STATE",202790,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",371.2,0.95,50,"Hospice Reimbursements","Price-adjusted Reimbursements","West Virginia"
"25","STATE",340084,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",660.47,1.56,92.3,,,"Mississippi"
"51","STATE",194589,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",385.56,0.91,44.2,,,"West Virginia"
"24","STATE",298937,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",229.39,0.64,15.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"12","STATE",82718,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",322.39,0.89,44.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"50","STATE",539620,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",270.91,0.71,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"06","STATE",302208,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",396.45,1.1,67.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Colorado"
"50","STATE",561611,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",258.77,0.7,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"24","STATE",286305,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",258.88,0.68,17.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"50","STATE",577189,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",248.83,0.69,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"03","STATE",449419,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",547.88,1.52,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Arizona"
"49","STATE",865040,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",375.54,0.93,46.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"24","STATE",274005,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",271.62,0.74,23,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"12","STATE",82352,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",333.08,0.87,42.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"50","STATE",612084,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",284,0.75,26.9,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"50","STATE",629862,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",295.85,0.76,23,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"24","STATE",264592,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",286.49,0.8,36.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"50","STATE",638304,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",307.22,0.76,21.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Washington"
"24","STATE",257828,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",303.22,0.84,40.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"12","STATE",83307,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",363.07,0.98,57.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"49","STATE",744206,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",318.58,0.88,42.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"06","STATE",310958,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",428.9,1.12,67.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Colorado"
"49","STATE",760423,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",338.93,0.89,44.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"24","STATE",243416,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",336.8,0.89,42.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"52","STATE",479398,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",378.33,1.02,61.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Wisconsin"
"49","STATE",790259,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",326.91,0.89,46.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"24","STATE",237724,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",336.27,0.86,38.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"12","STATE",85577,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",339.8,0.95,50,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"49","STATE",815925,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",302.55,0.84,38.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"24","STATE",238651,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",358.17,0.89,40.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Minnesota"
"49","STATE",849031,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",339.72,0.87,42.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Virginia"
"24","STATE",368962,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",360.4,0.85,34.6,,,"Minnesota"
"12","STATE",89169,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",359.16,1,55.7,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"49","STATE",871279,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",404.44,0.95,46.1,,,"Virginia"
"06","STATE",323930,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",388.77,1.05,67.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Colorado"
"47","STATE",79728,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",172.91,0.48,9.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"23","STATE",923835,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",350.29,0.97,59.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Michigan"
"47","STATE",81507,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",194.83,0.51,11.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"03","STATE",463742,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",570.56,1.49,82.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Arizona"
"47","STATE",83946,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",198.35,0.54,13.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"23","STATE",927199,2012,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",379.23,0.99,61.5,"Hospice Reimbursements","Price-adjusted Reimbursements","Michigan"
"12","STATE",89305,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",369.52,0.97,55.7,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"47","STATE",87117,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",200.84,0.56,13.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"47","STATE",89695,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",224.02,0.62,13.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"23","STATE",928181,2013,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",378.41,1.02,63.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Michigan"
"47","STATE",91207,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",265.23,0.7,19.2,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"53","STATE",79378,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",157.45,0.39,3.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Wyoming"
"23","STATE",901093,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",375.25,1.04,63.4,"Hospice Reimbursements","Price-adjusted Reimbursements","Michigan"
"12","STATE",91911,2017,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",391.22,1.01,55.7,"Hospice Reimbursements","Price-adjusted Reimbursements","Hawaii"
"02","STATE",61858,2016,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",171.6,0.45,7.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Alaska"
"47","STATE",94212,2018,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",336.74,0.83,34.6,"Hospice Reimbursements","Price-adjusted Reimbursements","Vermont"
"06","STATE",333404,2014,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",350.17,0.97,53.8,"Hospice Reimbursements","Price-adjusted Reimbursements","Colorado"
"47","STATE",95202,2019,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",365.12,0.86,38.4,,,"Vermont"
"23","STATE",870993,2015,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",377.66,1.05,65.3,"Hospice Reimbursements","Price-adjusted Reimbursements","Michigan"
"46","STATE",135393,2011,"StdPrice","stdprice_hospice","Price-Adjusted Hospice Reimbursements per Enrollee",655.36,1.82,96.1,"Hospice Reimbursements","Price-adjusted Reimbursements","Utah"
